DesignIndex,RadiusSetId,RadiusSet_um,TargetFillFactor,MinDistanceFactor,Seed,IslandCount,ActualFillFactor,TopKPeakRatio,PeakBackgroundRatioPenalty,HazeRisk,HazeRiskPenalty,Objective
481,5,[0.8 1 1.4 1.8 2.2],0.3,1,1,346,0.2564404296875,0.64992201535266,0.138976065913283,0.15912716849463,0.0028190040564818,0.712658658704718
511,5,[0.8 1 1.4 1.8 2.2],0.35,1,1,346,0.2564404296875,0.64992201535266,0.138976065913283,0.15912716849463,0.0028190040564818,0.712658658704718
541,5,[0.8 1 1.4 1.8 2.2],0.4,1,1,347,0.256748046875,0.64992201535266,0.138976065913283,0.15912716849463,0.0028190040564818,0.712658658704718
571,5,[0.8 1 1.4 1.8 2.2],0.45,1,1,347,0.256748046875,0.64992201535266,0.138976065913283,0.15912716849463,0.0028190040564818,0.712658658704718
425,4,[0.6 1 1.4 1.8],0.4,1,5,516,0.2707958984375,0.642855369784228,0.174750733079073,0.150601025253279,0.00198632006298861,0.713949726676847
455,4,[0.6 1 1.4 1.8],0.45,1,5,516,0.2707958984375,0.642855369784228,0.174750733079073,0.150601025253279,0.00198632006298861,0.713949726676847
365,4,[0.6 1 1.4 1.8],0.3,1,5,513,0.26934326171875,0.64414498342673,0.171804840554622,0.15176461072226,0.0020913916993611,0.714733636117654
395,4,[0.6 1 1.4 1.8],0.35,1,5,513,0.26934326171875,0.64414498342673,0.171804840554622,0.15176461072226,0.0020913916993611,0.714733636117654
487,5,[0.8 1 1.4 1.8 2.2],0.3,1,7,342,0.2622900390625,0.654423848569524,0.155832878982126,0.145932870253582,0.00159200966240857,0.716925404525311
517,5,[0.8 1 1.4 1.8 2.2],0.35,1,7,342,0.2622900390625,0.654423848569524,0.155832878982126,0.145932870253582,0.00159200966240857,0.716925404525311
547,5,[0.8 1 1.4 1.8 2.2],0.4,1,7,342,0.2622900390625,0.654423848569524,0.155832878982126,0.145932870253582,0.00159200966240857,0.716925404525311
577,5,[0.8 1 1.4 1.8 2.2],0.45,1,7,343,0.26330078125,0.654423848569524,0.155832878982126,0.145932870253582,0.00159200966240857,0.716925404525311
14,1,[1 1.5],0.3,1.2,4,527,0.26382568359375,0.645813273093055,0.187228727038306,0.139968846855192,0.00115165022077482,0.717101578660336
44,1,[1 1.5],0.35,1.2,4,527,0.26382568359375,0.645813273093055,0.187228727038306,0.139968846855192,0.00115165022077482,0.717101578660336
74,1,[1 1.5],0.4,1.2,4,527,0.26382568359375,0.645813273093055,0.187228727038306,0.139968846855192,0.00115165022077482,0.717101578660336
104,1,[1 1.5],0.45,1.2,4,527,0.26382568359375,0.645813273093055,0.187228727038306,0.139968846855192,0.00115165022077482,0.717101578660336
139,2,[0.8 1.2 1.8],0.3,1.2,9,368,0.20382568359375,0.651238419467045,0.151624258908226,0.157731374863887,0.00267273494152384,0.717670584792543
169,2,[0.8 1.2 1.8],0.35,1.2,9,368,0.20382568359375,0.651238419467045,0.151624258908226,0.157731374863887,0.00267273494152384,0.717670584792543
199,2,[0.8 1.2 1.8],0.4,1.2,9,369,0.2040234375,0.651238419467045,0.151624258908226,0.157731374863887,0.00267273494152384,0.717670584792543
229,2,[0.8 1.2 1.8],0.45,1.2,9,370,0.20422119140625,0.651238419467045,0.151624258908226,0.157731374863887,0.00267273494152384,0.717670584792543
364,4,[0.6 1 1.4 1.8],0.3,1,4,521,0.26487060546875,0.653498452593321,0.163194951589386,0.145868014279055,0.0015868383624875,0.718550877462044
394,4,[0.6 1 1.4 1.8],0.35,1,4,521,0.26487060546875,0.653498452593321,0.163194951589386,0.145868014279055,0.0015868383624875,0.718550877462044
424,4,[0.6 1 1.4 1.8],0.4,1,4,521,0.26487060546875,0.653498452593321,0.163194951589386,0.145868014279055,0.0015868383624875,0.718550877462044
454,4,[0.6 1 1.4 1.8],0.45,1,4,521,0.26487060546875,0.653498452593321,0.163194951589386,0.145868014279055,0.0015868383624875,0.718550877462044
490,5,[0.8 1 1.4 1.8 2.2],0.3,1,10,338,0.2254150390625,0.65687393768718,0.142190340663246,0.156070051221552,0.00250371905585994,0.719159152198615
520,5,[0.8 1 1.4 1.8 2.2],0.35,1,10,338,0.2254150390625,0.65687393768718,0.142190340663246,0.156070051221552,0.00250371905585994,0.719159152198615
550,5,[0.8 1 1.4 1.8 2.2],0.4,1,10,338,0.2254150390625,0.65687393768718,0.142190340663246,0.156070051221552,0.00250371905585994,0.719159152198615
580,5,[0.8 1 1.4 1.8 2.2],0.45,1,10,338,0.2254150390625,0.65687393768718,0.142190340663246,0.156070051221552,0.00250371905585994,0.719159152198615
486,5,[0.8 1 1.4 1.8 2.2],0.3,1,6,335,0.242333984375,0.656042955232922,0.13898202115204,0.161476423061029,0.00307398707880774,0.720056598030175
516,5,[0.8 1 1.4 1.8 2.2],0.35,1,6,335,0.242333984375,0.656042955232922,0.13898202115204,0.161476423061029,0.00307398707880774,0.720056598030175
546,5,[0.8 1 1.4 1.8 2.2],0.4,1,6,335,0.242333984375,0.656042955232922,0.13898202115204,0.161476423061029,0.00307398707880774,0.720056598030175
576,5,[0.8 1 1.4 1.8 2.2],0.45,1,6,335,0.242333984375,0.656042955232922,0.13898202115204,0.161476423061029,0.00307398707880774,0.720056598030175
19,1,[1 1.5],0.3,1.2,9,509,0.2653076171875,0.64649591875787,0.186426849011953,0.147595046667923,0.00172741415664182,0.720382386695263
49,1,[1 1.5],0.35,1.2,9,510,0.265625,0.64649591875787,0.186426849011953,0.147595046667923,0.00172741415664182,0.720382386695263
79,1,[1 1.5],0.4,1.2,9,512,0.26664794921875,0.64649591875787,0.186426849011953,0.147595046667923,0.00172741415664182,0.720382386695263
109,1,[1 1.5],0.45,1.2,9,513,0.26735595703125,0.64649591875787,0.186426849011953,0.147595046667923,0.00172741415664182,0.720382386695263
253,3,[0.8 1.2 1.6 2],0.3,1.2,3,294,0.20185302734375,0.659663178810962,0.134888485234039,0.160279381587701,0.00294268353294631,0.721587566307607
283,3,[0.8 1.2 1.6 2],0.35,1.2,3,294,0.20185302734375,0.659663178810962,0.134888485234039,0.160279381587701,0.00294268353294631,0.721587566307607
313,3,[0.8 1.2 1.6 2],0.4,1.2,3,294,0.20185302734375,0.659663178810962,0.134888485234039,0.160279381587701,0.00294268353294631,0.721587566307607
343,3,[0.8 1.2 1.6 2],0.45,1.2,3,294,0.20185302734375,0.659663178810962,0.134888485234039,0.160279381587701,0.00294268353294631,0.721587566307607
15,1,[1 1.5],0.3,1.2,5,521,0.26690673828125,0.639552729956268,0.220758571970236,0.137904809916665,0.0010158202682207,0.721897331486954
45,1,[1 1.5],0.35,1.2,5,522,0.26721923828125,0.639302015517958,0.22161135388424,0.137923646739997,0.0010170213550806,0.721951096152845
75,1,[1 1.5],0.4,1.2,5,524,0.26824462890625,0.639302015517958,0.22161135388424,0.137923646739997,0.0010170213550806,0.721951096152845
105,1,[1 1.5],0.45,1.2,5,524,0.26824462890625,0.639302015517958,0.22161135388424,0.137923646739997,0.0010170213550806,0.721951096152845
495,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,5,241,0.17882568359375,0.657051651343533,0.123236755931832,0.17438319776841,0.00467176669307631,0.723543349385056
525,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,5,241,0.17882568359375,0.657051651343533,0.123236755931832,0.17438319776841,0.00467176669307631,0.723543349385056
555,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,5,241,0.17882568359375,0.657051651343533,0.123236755931832,0.17438319776841,0.00467176669307631,0.723543349385056
585,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,5,241,0.17882568359375,0.657051651343533,0.123236755931832,0.17438319776841,0.00467176669307631,0.723543349385056
256,3,[0.8 1.2 1.6 2],0.3,1.2,6,293,0.192666015625,0.659881016872149,0.139491956681529,0.160969075875471,0.0030179862233186,0.723793132827277
286,3,[0.8 1.2 1.6 2],0.35,1.2,6,293,0.192666015625,0.659881016872149,0.139491956681529,0.160969075875471,0.0030179862233186,0.723793132827277
316,3,[0.8 1.2 1.6 2],0.4,1.2,6,293,0.192666015625,0.659881016872149,0.139491956681529,0.160969075875471,0.0030179862233186,0.723793132827277
346,3,[0.8 1.2 1.6 2],0.45,1.2,6,293,0.192666015625,0.659881016872149,0.139491956681529,0.160969075875471,0.0030179862233186,0.723793132827277
379,4,[0.6 1 1.4 1.8],0.3,1.2,9,368,0.18599853515625,0.65971759701516,0.151431494685934,0.154254888154927,0.00232536260247409,0.724345433167607
409,4,[0.6 1 1.4 1.8],0.35,1.2,9,368,0.18599853515625,0.65971759701516,0.151431494685934,0.154254888154927,0.00232536260247409,0.724345433167607
439,4,[0.6 1 1.4 1.8],0.4,1.2,9,369,0.1861083984375,0.65971759701516,0.151431494685934,0.154254888154927,0.00232536260247409,0.724345433167607
469,4,[0.6 1 1.4 1.8],0.45,1.2,9,370,0.186220703125,0.65971759701516,0.151431494685934,0.154254888154927,0.00232536260247409,0.724345433167607
498,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,8,248,0.1884716796875,0.66288282571132,0.136270720274976,0.159128605482122,0.00281915665021954,0.72467336105866
528,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,8,248,0.1884716796875,0.66288282571132,0.136270720274976,0.159128605482122,0.00281915665021954,0.72467336105866
558,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,8,248,0.1884716796875,0.66288282571132,0.136270720274976,0.159128605482122,0.00281915665021954,0.72467336105866
588,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,8,248,0.1884716796875,0.66288282571132,0.136270720274976,0.159128605482122,0.00281915665021954,0.72467336105866
344,3,[0.8 1.2 1.6 2],0.45,1.2,4,289,0.20220703125,0.664616357294188,0.134407590780962,0.160174529973543,0.00293131885914281,0.726315608363239
255,3,[0.8 1.2 1.6 2],0.3,1.2,5,299,0.21067626953125,0.659104725861388,0.135022894093741,0.169623185398891,0.00404372764224605,0.726581377005427
285,3,[0.8 1.2 1.6 2],0.35,1.2,5,299,0.21067626953125,0.659104725861388,0.135022894093741,0.169623185398891,0.00404372764224605,0.726581377005427
315,3,[0.8 1.2 1.6 2],0.4,1.2,5,299,0.21067626953125,0.659104725861388,0.135022894093741,0.169623185398891,0.00404372764224605,0.726581377005427
345,3,[0.8 1.2 1.6 2],0.45,1.2,5,299,0.21067626953125,0.659104725861388,0.135022894093741,0.169623185398891,0.00404372764224605,0.726581377005427
348,3,[0.8 1.2 1.6 2],0.45,1.2,8,289,0.20109130859375,0.660432600504981,0.143389456575934,0.162574815187151,0.0031969910584728,0.726603865598922
258,3,[0.8 1.2 1.6 2],0.3,1.2,8,287,0.19859130859375,0.661327728131006,0.142577407825001,0.161486356950324,0.00307508871763725,0.726605264457943
288,3,[0.8 1.2 1.6 2],0.35,1.2,8,288,0.19984375,0.661327728131006,0.142577407825001,0.161486356950324,0.00307508871763725,0.726605264457943
318,3,[0.8 1.2 1.6 2],0.4,1.2,8,288,0.19984375,0.661327728131006,0.142577407825001,0.161486356950324,0.00307508871763725,0.726605264457943
132,2,[0.8 1.2 1.8],0.3,1.2,2,368,0.20673828125,0.661993861666555,0.151448266075489,0.154446659353064,0.00234389456534309,0.726720227619691
162,2,[0.8 1.2 1.8],0.35,1.2,2,369,0.20774169921875,0.661993861666555,0.151448266075489,0.154446659353064,0.00234389456534309,0.726720227619691
192,2,[0.8 1.2 1.8],0.4,1.2,2,369,0.20774169921875,0.661993861666555,0.151448266075489,0.154446659353064,0.00234389456534309,0.726720227619691
222,2,[0.8 1.2 1.8],0.45,1.2,2,369,0.20774169921875,0.661993861666555,0.151448266075489,0.154446659353064,0.00234389456534309,0.726720227619691
492,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,2,241,0.17691650390625,0.658935921268177,0.127963024926425,0.17465953773157,0.00470961890848834,0.727271074534867
522,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,2,241,0.17691650390625,0.658935921268177,0.127963024926425,0.17465953773157,0.00470961890848834,0.727271074534867
552,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,2,241,0.17691650390625,0.658935921268177,0.127963024926425,0.17465953773157,0.00470961890848834,0.727271074534867
582,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,2,241,0.17691650390625,0.658935921268177,0.127963024926425,0.17465953773157,0.00470961890848834,0.727271074534867
254,3,[0.8 1.2 1.6 2],0.3,1.2,4,288,0.2014111328125,0.666023915075007,0.135764364467879,0.160100526004799,0.00292331094096907,0.72815799734361
284,3,[0.8 1.2 1.6 2],0.35,1.2,4,288,0.2014111328125,0.666023915075007,0.135764364467879,0.160100526004799,0.00292331094096907,0.72815799734361
314,3,[0.8 1.2 1.6 2],0.4,1.2,4,288,0.2014111328125,0.666023915075007,0.135764364467879,0.160100526004799,0.00292331094096907,0.72815799734361
133,2,[0.8 1.2 1.8],0.3,1.2,3,366,0.19935791015625,0.666573953807791,0.149992733495848,0.14928080246246,0.00187038327442561,0.728423326903466
163,2,[0.8 1.2 1.8],0.35,1.2,3,366,0.19935791015625,0.666573953807791,0.149992733495848,0.14928080246246,0.00187038327442561,0.728423326903466
193,2,[0.8 1.2 1.8],0.4,1.2,3,366,0.19935791015625,0.666573953807791,0.149992733495848,0.14928080246246,0.00187038327442561,0.728423326903466
223,2,[0.8 1.2 1.8],0.45,1.2,3,366,0.19935791015625,0.666573953807791,0.149992733495848,0.14928080246246,0.00187038327442561,0.728423326903466
138,2,[0.8 1.2 1.8],0.3,1.2,8,361,0.19052001953125,0.662429151862369,0.161753369499392,0.151776947009182,0.00209252017118444,0.729505432043078
168,2,[0.8 1.2 1.8],0.35,1.2,8,362,0.19072509765625,0.662429151862369,0.161753369499392,0.151776947009182,0.00209252017118444,0.729505432043078
198,2,[0.8 1.2 1.8],0.4,1.2,8,362,0.19072509765625,0.662429151862369,0.161753369499392,0.151776947009182,0.00209252017118444,0.729505432043078
228,2,[0.8 1.2 1.8],0.45,1.2,8,362,0.19072509765625,0.662429151862369,0.161753369499392,0.151776947009182,0.00209252017118444,0.729505432043078
282,3,[0.8 1.2 1.6 2],0.35,1.2,2,294,0.198037109375,0.665091270547508,0.138550783170097,0.163569902126661,0.00331050954994649,0.730136592406775
312,3,[0.8 1.2 1.6 2],0.4,1.2,2,294,0.198037109375,0.665091270547508,0.138550783170097,0.163569902126661,0.00331050954994649,0.730136592406775
342,3,[0.8 1.2 1.6 2],0.45,1.2,2,295,0.19849609375,0.665091270547508,0.138550783170097,0.163569902126661,0.00331050954994649,0.730136592406775
499,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,9,235,0.17748046875,0.664452509720408,0.127141118227168,0.171495872515574,0.00428540411127513,0.730378921656292
529,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,9,237,0.180029296875,0.664452509720408,0.127141118227168,0.171495872515574,0.00428540411127513,0.730378921656292
559,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,9,237,0.180029296875,0.664452509720408,0.127141118227168,0.171495872515574,0.00428540411127513,0.730378921656292
589,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,9,237,0.180029296875,0.664452509720408,0.127141118227168,0.171495872515574,0.00428540411127513,0.730378921656292
252,3,[0.8 1.2 1.6 2],0.3,1.2,2,291,0.195185546875,0.665572268313992,0.139524361638585,0.163351618945695,0.00328543846665918,0.730832987220793
373,4,[0.6 1 1.4 1.8],0.3,1.2,3,366,0.18734130859375,0.668914105811083,0.150897494715934,0.149345474944523,0.00187598135864849,0.731108135754903
403,4,[0.6 1 1.4 1.8],0.35,1.2,3,366,0.18734130859375,0.668914105811083,0.150897494715934,0.149345474944523,0.00187598135864849,0.731108135754903
433,4,[0.6 1 1.4 1.8],0.4,1.2,3,366,0.18734130859375,0.668914105811083,0.150897494715934,0.149345474944523,0.00187598135864849,0.731108135754903
463,4,[0.6 1 1.4 1.8],0.45,1.2,3,366,0.18734130859375,0.668914105811083,0.150897494715934,0.149345474944523,0.00187598135864849,0.731108135754903
378,4,[0.6 1 1.4 1.8],0.3,1.2,8,362,0.18299072265625,0.664267727031005,0.160194783560908,0.152614284691238,0.00216982777689018,0.731185040161773
408,4,[0.6 1 1.4 1.8],0.35,1.2,8,362,0.18299072265625,0.664267727031005,0.160194783560908,0.152614284691238,0.00216982777689018,0.731185040161773
438,4,[0.6 1 1.4 1.8],0.4,1.2,8,362,0.18299072265625,0.664267727031005,0.160194783560908,0.152614284691238,0.00216982777689018,0.731185040161773
468,4,[0.6 1 1.4 1.8],0.45,1.2,8,362,0.18299072265625,0.664267727031005,0.160194783560908,0.152614284691238,0.00216982777689018,0.731185040161773
259,3,[0.8 1.2 1.6 2],0.3,1.2,9,286,0.191611328125,0.664966039855231,0.138676498265165,0.166531007572904,0.00366002410723657,0.731802934784221
289,3,[0.8 1.2 1.6 2],0.35,1.2,9,286,0.191611328125,0.664966039855231,0.138676498265165,0.166531007572904,0.00366002410723657,0.731802934784221
319,3,[0.8 1.2 1.6 2],0.4,1.2,9,286,0.191611328125,0.664966039855231,0.138676498265165,0.166531007572904,0.00366002410723657,0.731802934784221
349,3,[0.8 1.2 1.6 2],0.45,1.2,9,286,0.191611328125,0.664966039855231,0.138676498265165,0.166531007572904,0.00366002410723657,0.731802934784221
134,2,[0.8 1.2 1.8],0.3,1.2,4,362,0.1994677734375,0.672403053427334,0.156976054822384,0.149548469672394,0.0018936070245957,0.736812707738146
164,2,[0.8 1.2 1.8],0.35,1.2,4,363,0.19991455078125,0.672403053427334,0.156976054822384,0.149548469672394,0.0018936070245957,0.736812707738146
194,2,[0.8 1.2 1.8],0.4,1.2,4,363,0.19991455078125,0.672403053427334,0.156976054822384,0.149548469672394,0.0018936070245957,0.736812707738146
224,2,[0.8 1.2 1.8],0.45,1.2,4,363,0.19991455078125,0.672403053427334,0.156976054822384,0.149548469672394,0.0018936070245957,0.736812707738146
135,2,[0.8 1.2 1.8],0.3,1.2,5,365,0.19696044921875,0.669905634918904,0.156638255572281,0.156073604088841,0.0025040746193797,0.737249397466101
165,2,[0.8 1.2 1.8],0.35,1.2,5,366,0.1971630859375,0.669905634918904,0.156638255572281,0.156073604088841,0.0025040746193797,0.737249397466101
195,2,[0.8 1.2 1.8],0.4,1.2,5,366,0.1971630859375,0.669905634918904,0.156638255572281,0.156073604088841,0.0025040746193797,0.737249397466101
225,2,[0.8 1.2 1.8],0.45,1.2,5,366,0.1971630859375,0.669905634918904,0.156638255572281,0.156073604088841,0.0025040746193797,0.737249397466101
372,4,[0.6 1 1.4 1.8],0.3,1.2,2,368,0.19415283203125,0.67167331206402,0.163909387828319,0.149786389869269,0.00191437010856446,0.738613448346753
402,4,[0.6 1 1.4 1.8],0.35,1.2,2,369,0.19515625,0.67167331206402,0.163909387828319,0.149786389869269,0.00191437010856446,0.738613448346753
432,4,[0.6 1 1.4 1.8],0.4,1.2,2,369,0.19515625,0.67167331206402,0.163909387828319,0.149786389869269,0.00191437010856446,0.738613448346753
462,4,[0.6 1 1.4 1.8],0.45,1.2,2,370,0.19547119140625,0.67167331206402,0.163909387828319,0.149786389869269,0.00191437010856446,0.738613448346753
257,3,[0.8 1.2 1.6 2],0.3,1.2,7,292,0.20181396484375,0.675171273059631,0.15723972208199,0.149923260106316,0.00192636595007107,0.739837005538683
287,3,[0.8 1.2 1.6 2],0.35,1.2,7,292,0.20181396484375,0.675171273059631,0.15723972208199,0.149923260106316,0.00192636595007107,0.739837005538683
317,3,[0.8 1.2 1.6 2],0.4,1.2,7,292,0.20181396484375,0.675171273059631,0.15723972208199,0.149923260106316,0.00192636595007107,0.739837005538683
347,3,[0.8 1.2 1.6 2],0.45,1.2,7,292,0.20181396484375,0.675171273059631,0.15723972208199,0.149923260106316,0.00192636595007107,0.739837005538683
375,4,[0.6 1 1.4 1.8],0.3,1.2,5,365,0.1866748046875,0.673482900960377,0.157337355788454,0.155287276409056,0.00242599610898994,0.740680956031286
405,4,[0.6 1 1.4 1.8],0.35,1.2,5,366,0.18679443359375,0.673482900960377,0.157337355788454,0.155287276409056,0.00242599610898994,0.740680956031286
435,4,[0.6 1 1.4 1.8],0.4,1.2,5,366,0.18679443359375,0.673482900960377,0.157337355788454,0.155287276409056,0.00242599610898994,0.740680956031286
465,4,[0.6 1 1.4 1.8],0.45,1.2,5,366,0.18679443359375,0.673482900960377,0.157337355788454,0.155287276409056,0.00242599610898994,0.740680956031286
28,1,[1 1.5],0.3,1.5,8,340,0.17576416015625,0.67374199013775,0.173578738833733,0.145466448344894,0.0015550067474385,0.742269582466749
58,1,[1 1.5],0.35,1.5,8,340,0.17576416015625,0.67374199013775,0.173578738833733,0.145466448344894,0.0015550067474385,0.742269582466749
88,1,[1 1.5],0.4,1.5,8,341,0.17646728515625,0.67374199013775,0.173578738833733,0.145466448344894,0.0015550067474385,0.742269582466749
118,1,[1 1.5],0.45,1.5,8,341,0.17646728515625,0.67374199013775,0.173578738833733,0.145466448344894,0.0015550067474385,0.742269582466749
260,3,[0.8 1.2 1.6 2],0.3,1.2,10,296,0.19556884765625,0.676722102332802,0.160756230033057,0.152184647416967,0.0021299861448514,0.743636713568629
290,3,[0.8 1.2 1.6 2],0.35,1.2,10,297,0.19576904296875,0.676722102332802,0.160756230033057,0.152184647416967,0.0021299861448514,0.743636713568629
320,3,[0.8 1.2 1.6 2],0.4,1.2,10,298,0.1970166015625,0.676722102332802,0.160756230033057,0.152184647416967,0.0021299861448514,0.743636713568629
350,3,[0.8 1.2 1.6 2],0.45,1.2,10,298,0.1970166015625,0.676722102332802,0.160756230033057,0.152184647416967,0.0021299861448514,0.743636713568629
23,1,[1 1.5],0.3,1.5,3,343,0.17514892578125,0.676824938733593,0.169987004241274,0.144842007664469,0.0015061488182154,0.743851134309116
53,1,[1 1.5],0.35,1.5,3,343,0.17514892578125,0.676824938733593,0.169987004241274,0.144842007664469,0.0015061488182154,0.743851134309116
83,1,[1 1.5],0.4,1.5,3,344,0.175458984375,0.676824938733593,0.169987004241274,0.144842007664469,0.0015061488182154,0.743851134309116
113,1,[1 1.5],0.45,1.5,3,344,0.175458984375,0.676824938733593,0.169987004241274,0.144842007664469,0.0015061488182154,0.743851134309116
496,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,6,244,0.17543212890625,0.680205533260047,0.150075458138072,0.154143426420685,0.0023146252076475,0.744305069646609
526,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,6,244,0.17543212890625,0.680205533260047,0.150075458138072,0.154143426420685,0.0023146252076475,0.744305069646609
556,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,6,244,0.17543212890625,0.680205533260047,0.150075458138072,0.154143426420685,0.0023146252076475,0.744305069646609
586,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,6,244,0.17543212890625,0.680205533260047,0.150075458138072,0.154143426420685,0.0023146252076475,0.744305069646609
29,1,[1 1.5],0.3,1.5,9,333,0.1728076171875,0.673454340192183,0.180879029559246,0.145294255055898,0.00154145600440737,0.744469280559956
59,1,[1 1.5],0.35,1.5,9,333,0.1728076171875,0.673454340192183,0.180879029559246,0.145294255055898,0.00154145600440737,0.744469280559956
89,1,[1 1.5],0.4,1.5,9,333,0.1728076171875,0.673454340192183,0.180879029559246,0.145294255055898,0.00154145600440737,0.744469280559956
119,1,[1 1.5],0.45,1.5,9,333,0.1728076171875,0.673454340192183,0.180879029559246,0.145294255055898,0.00154145600440737,0.744469280559956
166,2,[0.8 1.2 1.8],0.35,1.2,6,363,0.19691650390625,0.677645262734435,0.174279543349056,0.142023628970141,0.001295334408478,0.745119774948994
196,2,[0.8 1.2 1.8],0.4,1.2,6,363,0.19691650390625,0.677645262734435,0.174279543349056,0.142023628970141,0.001295334408478,0.745119774948994
226,2,[0.8 1.2 1.8],0.45,1.2,6,363,0.19691650390625,0.677645262734435,0.174279543349056,0.142023628970141,0.001295334408478,0.745119774948994
136,2,[0.8 1.2 1.8],0.3,1.2,6,362,0.19671630859375,0.678489465989001,0.174482217269689,0.14237093217119,0.0013204544364738,0.746160514215761
25,1,[1 1.5],0.3,1.5,5,347,0.173291015625,0.674872557070563,0.17979540547185,0.148988005292398,0.00184514326276216,0.747026665299522
55,1,[1 1.5],0.35,1.5,5,349,0.17429443359375,0.674872557070563,0.17979540547185,0.148988005292398,0.00184514326276216,0.747026665299522
85,1,[1 1.5],0.4,1.5,5,349,0.17429443359375,0.674872557070563,0.17979540547185,0.148988005292398,0.00184514326276216,0.747026665299522
115,1,[1 1.5],0.45,1.5,5,349,0.17429443359375,0.674872557070563,0.17979540547185,0.148988005292398,0.00184514326276216,0.747026665299522
137,2,[0.8 1.2 1.8],0.3,1.2,7,360,0.2077978515625,0.67683951275172,0.187390978947989,0.136713177307074,0.000941280981312354,0.747132760290078
167,2,[0.8 1.2 1.8],0.35,1.2,7,361,0.20799560546875,0.67683951275172,0.187390978947989,0.136713177307074,0.000941280981312354,0.747132760290078
197,2,[0.8 1.2 1.8],0.4,1.2,7,362,0.20844482421875,0.67683951275172,0.187390978947989,0.136713177307074,0.000941280981312354,0.747132760290078
227,2,[0.8 1.2 1.8],0.45,1.2,7,363,0.208642578125,0.67683951275172,0.187390978947989,0.136713177307074,0.000941280981312354,0.747132760290078
374,4,[0.6 1 1.4 1.8],0.3,1.2,4,362,0.18679443359375,0.682868211521054,0.171065026433199,0.140622857431784,0.00119646692032444,0.748723305374296
404,4,[0.6 1 1.4 1.8],0.35,1.2,4,363,0.18710205078125,0.682868211521054,0.171065026433199,0.140622857431784,0.00119646692032444,0.748723305374296
434,4,[0.6 1 1.4 1.8],0.4,1.2,4,363,0.18710205078125,0.682868211521054,0.171065026433199,0.140622857431784,0.00119646692032444,0.748723305374296
464,4,[0.6 1 1.4 1.8],0.45,1.2,4,363,0.18710205078125,0.682868211521054,0.171065026433199,0.140622857431784,0.00119646692032444,0.748723305374296
21,1,[1 1.5],0.3,1.5,1,340,0.17100830078125,0.676025535252272,0.191681155815559,0.142209196380269,0.00130872626593874,0.749657571117411
51,1,[1 1.5],0.35,1.5,1,340,0.17100830078125,0.676025535252272,0.191681155815559,0.142209196380269,0.00130872626593874,0.749657571117411
81,1,[1 1.5],0.4,1.5,1,340,0.17100830078125,0.676025535252272,0.191681155815559,0.142209196380269,0.00130872626593874,0.749657571117411
111,1,[1 1.5],0.45,1.5,1,340,0.17100830078125,0.676025535252272,0.191681155815559,0.142209196380269,0.00130872626593874,0.749657571117411
251,3,[0.8 1.2 1.6 2],0.3,1.2,1,287,0.19435791015625,0.681982150766371,0.167709543436006,0.148458306323776,0.00179991726678711,0.749680077302909
281,3,[0.8 1.2 1.6 2],0.35,1.2,1,287,0.19435791015625,0.681982150766371,0.167709543436006,0.148458306323776,0.00179991726678711,0.749680077302909
311,3,[0.8 1.2 1.6 2],0.4,1.2,1,287,0.19435791015625,0.681982150766371,0.167709543436006,0.148458306323776,0.00179991726678711,0.749680077302909
341,3,[0.8 1.2 1.6 2],0.45,1.2,1,287,0.19435791015625,0.681982150766371,0.167709543436006,0.148458306323776,0.00179991726678711,0.749680077302909
500,5,[0.8 1 1.4 1.8 2.2],0.3,1.2,10,238,0.1587744140625,0.687561071730949,0.147931356854327,0.153410623210768,0.00224465107441188,0.750560302002023
530,5,[0.8 1 1.4 1.8 2.2],0.35,1.2,10,238,0.1587744140625,0.687561071730949,0.147931356854327,0.153410623210768,0.00224465107441188,0.750560302002023
560,5,[0.8 1 1.4 1.8 2.2],0.4,1.2,10,239,0.160283203125,0.687561071730949,0.147931356854327,0.153410623210768,0.00224465107441188,0.750560302002023
590,5,[0.8 1 1.4 1.8 2.2],0.45,1.2,10,239,0.160283203125,0.687561071730949,0.147931356854327,0.153410623210768,0.00224465107441188,0.750560302002023
